745:1148=0.5992029905319214,1223=0.5413356423377991,3429=0.38103318214416504,720=0.37090641260147095,3751=0.34382861852645874,1=0.3146859109401703,34=0.2865288257598877,1265=0.27697211503982544,608=0.27642014622688293,1136=0.27361539006233215
501:1719=0.27162930369377136,190=0.2591036260128021,1354=0.2584914565086365,347=0.24211151897907257,2964=0.23928414285182953,1428=0.23408229649066925,1236=0.22261139750480652,2575=0.22211439907550812,176=0.22198797762393951,1699=0.21929998695850372
2793:1339=0.35836532711982727,2107=0.33832797408103943,2279=0.3297572731971741,724=0.32103508710861206,1407=0.3206974267959595,1717=0.3133268356323242,2338=0.30910593271255493,382=0.3083944618701935,879=0.3078685402870178,1644=0.3023015558719635
3078:3148=0.19582706689834595,3055=0.17980436980724335,3176=0.1674247533082962,1798=0.16602984070777893,2621=0.16140905022621155,3186=0.1574639230966568,2966=0.15610957145690918,3163=0.15551213920116425,337=0.15540456771850586,3147=0.15465176105499268
1305:1211=0.2740979492664337,1300=0.26550111174583435,2068=0.2577015161514282,2349=0.25622886419296265,2929=0.25014588236808777,3342=0.24714921414852142,2348=0.235687255859375,3019=0.23370055854320526,2076=0.23117077350616455,2130=0.23016414046287537
1623:2107=0.2892226278781891,1980=0.2671721875667572,1978=0.2656780779361725,1981=0.25980812311172485,2026=0.25675997138023376,2995=0.25421038269996643,1985=0.2531920373439789,2868=0.2520591914653778,891=0.2519766390323639,611=0.25039565563201904
281:1120=0.2639295756816864,1633=0.26042792201042175,337=0.2599327862262726,300=0.2575030028820038,448=0.2565731406211853,1682=0.2532872259616852,2112=0.25061339139938354,994=0.2469935417175293,1095=0.24679479002952576,508=0.2466726005077362
1051:2271=0.33623650670051575,1114=0.28147685527801514,369=0.2555094361305237,1701=0.2535465359687805,1594=0.24860705435276031,994=0.24703146517276764,2165=0.2451203614473343,778=0.23753276467323303,3272=0.2372642457485199,194=0.23555608093738556
3605:3602=0.4971015453338623,3600=0.4111848771572113,3610=0.40118882060050964,2955=0.2490827590227127,847=0.24838680028915405,1470=0.24339619278907776,3604=0.2399689108133316,1668=0.20909294486045837,3199=0.20852601528167725,1932=0.2066822648048401
188:253=0.337254136800766,724=0.33648213744163513,177=0.3229382634162903,1342=0.3164674937725067,1756=0.31466275453567505,407=0.30722102522850037,1339=0.3037489354610443,273=0.29773983359336853,879=0.2956378161907196,70=0.29321154952049255
3747:3794=0.3198641240596771,3910=0.31022557616233826,3949=0.2605503499507904,2769=0.24641916155815125,3317=0.24484434723854065,3897=0.23436082899570465,3618=0.22225113213062286,3911=0.221256285905838,1719=0.2208171933889389,3893=0.22046084702014923
1913:1964=0.26380476355552673,3788=0.24506749212741852,3730=0.24097315967082977,3152=0.23926052451133728,3504=0.2388390600681305,3075=0.23695963621139526,1419=0.23375162482261658,2730=0.23194435238838196,2130=0.23074856400489807,931=0.22789326310157776
3285:3298=0.27080661058425903,3578=0.25534650683403015,3717=0.2517913579940796,3623=0.25093770027160645,3301=0.24687014520168304,3755=0.24565573036670685,3484=0.24175888299942017,3355=0.2373180091381073,3238=0.23468679189682007,3798=0.23081082105636597
3919:3917=0.436008095741272,3918=0.39023739099502563,3709=0.3356424868106842,1987=0.3311917781829834,842=0.3095457851886749,2327=0.3093464970588684,3840=0.3052506446838379,3837=0.3031621277332306,2462=0.2961427569389343,1985=0.29513755440711975
1861:2543=0.3086974620819092,1522=0.3001876771450043,184=0.2514226734638214,148=0.20026719570159912,3464=0.19711902737617493,561=0.19614969193935394,617=0.16468608379364014,1486=0.15877684950828552,2246=0.1575314998626709,3092=0.1449427604675293
307:308=0.6045483946800232,306=0.49633169174194336,535=0.28285646438598633,334=0.2812383472919464,194=0.27626070380210876,1719=0.24722740054130554,272=0.2470044046640396,1041=0.23959434032440186,1296=0.238979309797287,1176=0.23638327419757843
3203:3219=0.3487887978553772,1127=0.30697163939476013,1093=0.295943945646286,3505=0.2854335606098175,2762=0.2808194160461426,2734=0.27586737275123596,2716=0.2744857966899872,2118=0.2661799490451813,2710=0.26199203729629517,2688=0.2603764832019806
382:724=0.3724933862686157,253=0.36345574259757996,1339=0.3612227737903595,2120=0.3477805554866791,879=0.3466305136680603,273=0.3360488712787628,1342=0.3289302587509155,1717=0.3278973400592804,366=0.31125345826148987,2793=0.3083944618701935
3437:2386=0.24972407519817352,63=0.23316054046154022,2483=0.18739938735961914,430=0.18076924979686737,2170=0.1726035624742508,510=0.17067089676856995,700=0.1619102954864502,1055=0.15751512348651886,3439=0.15345922112464905,1679=0.15282490849494934
2787:2517=0.44549253582954407,2148=0.4117962718009949,1991=0.39621564745903015,3017=0.3870837092399597,1975=0.3821035921573639,1974=0.38111287355422974,2867=0.3772048354148865,1330=0.3675200641155243,1970=0.3671411871910095,2119=0.36322999000549316
3464:1522=0.22354131937026978,561=0.20449398458003998,1861=0.19711902737617493,814=0.19156526029109955,3013=0.17313362658023834,980=0.16946853697299957,173=0.1677730232477188,3032=0.16740962862968445,3780=0.16575706005096436,1102=0.1633674055337906
1459:1422=0.36106064915657043,1092=0.353632390499115,350=0.33191049098968506,1892=0.32528337836265564,1625=0.29440227150917053,1597=0.2916795015335083,2058=0.2885226905345917,695=0.2870551645755768,3249=0.2848499119281769,1620=0.2832072377204895
1686:1061=0.26508715748786926,2803=0.2513384521007538,22=0.24555473029613495,1422=0.24262413382530212,1754=0.23990899324417114,2561=0.23815719783306122,1661=0.23471400141716003,1589=0.23365259170532227,1479=0.2318182736635208,1620=0.23141977190971375
1726:1027=0.21716643869876862,208=0.19401654601097107,2380=0.18923214077949524,95=0.18795637786388397,1682=0.18590906262397766,161=0.1821756660938263,520=0.1799621284008026,2335=0.1792469620704651,1599=0.17832624912261963,525=0.17683319747447968
259:436=0.31876981258392334,521=0.30970242619514465,2956=0.30901071429252625,3557=0.2785364091396332,463=0.2541791498661041,1003=0.25216764211654663,81=0.24717995524406433,132=0.2470259964466095,280=0.24673601984977722,999=0.24511992931365967
2668:2613=0.36646008491516113,1128=0.34209948778152466,1334=0.3296057879924774,1346=0.32823535799980164,1130=0.32780057191848755,2377=0.3250325620174408,2867=0.31688618659973145,2288=0.3125394582748413,2615=0.31030941009521484,1347=0.30872777104377747
571:664=0.2561367452144623,1531=0.25356242060661316,796=0.2344036102294922,685=0.21897953748703003,3281=0.21799534559249878,1650=0.21427269279956818,2821=0.21398022770881653,1187=0.2138606458902359,1510=0.2096569538116455,2214=0.2096569538116455
617:1522=0.32683172821998596,758=0.32009220123291016,730=0.32009220123291016,672=0.3168751001358032,2705=0.3039036691188812,1312=0.27999669313430786,649=0.27869078516960144,184=0.27373841404914856,567=0.2719842195510864,1164=0.27052727341651917
1184:2750=0.18972612917423248,417=0.18627917766571045,617=0.17123064398765564,58=0.1678875982761383,1183=0.16541926562786102,148=0.16514456272125244,67=0.16498839855194092,1844=0.16481737792491913,492=0.1596684753894806,1542=0.15951016545295715
427:436=0.25314679741859436,1645=0.23110580444335938,521=0.23011444509029388,1598=0.2299899160861969,230=0.22782818973064423,3249=0.22579015791416168,2126=0.2204829752445221,2505=0.21773110330104828,1339=0.20793721079826355,481=0.20634327828884125
358:280=0.22801725566387177,441=0.21176382899284363,1639=0.20734281837940216,428=0.20590005815029144,2271=0.20081470906734467,511=0.19957223534584045,2268=0.19756653904914856,1120=0.19515050947666168,81=0.19482102990150452,1268=0.19479213654994965
2467:1674=0.28379496932029724,2414=0.27092817425727844,2076=0.2697010338306427,2100=0.260659396648407,904=0.25766173005104065,2420=0.25595998764038086,1079=0.25581762194633484,2949=0.2551727294921875,3251=0.2540068030357361,2174=0.25040075182914734
184:1522=0.3653150200843811,2850=0.3118543028831482,758=0.3054236173629761,730=0.3054236173629761,149=0.30492550134658813,1543=0.29641208052635193,2855=0.28828319907188416,617=0.27373841404914856,846=0.27218684554100037,2705=0.268228679895401
963:2565=0.18105728924274445,749=0.1769980788230896,2733=0.17140716314315796,3057=0.16754156351089478,1022=0.15808051824569702,3610=0.1521209329366684,1029=0.1498776078224182,3542=0.14985373616218567,3600=0.14941290020942688,3605=0.1468043327331543
268:1112=0.2691328823566437,617=0.2613447308540344,3542=0.20919203758239746,1351=0.20311328768730164,764=0.19933302700519562,3747=0.19373197853565216,1404=0.1924477070569992,1522=0.1922871321439743,3514=0.1921055167913437,621=0.19064711034297943
199:2068=0.22202980518341064,2573=0.21019120514392853,2351=0.20025628805160522,136=0.20005539059638977,970=0.19938918948173523,935=0.19542638957500458,907=0.19055548310279846,2731=0.19009464979171753,3872=0.1899811029434204,1212=0.1898820847272873
2956:259=0.30901071429252625,521=0.28831952810287476,2753=0.2773745357990265,436=0.2673608064651489,3430=0.25840216875076294,3732=0.2572113275527954,2917=0.2528413236141205,2475=0.24296411871910095,132=0.24249038100242615,3557=0.2422601282596588
3393:3391=0.2870138883590698,3388=0.24149365723133087,2379=0.2271212935447693,3385=0.22239576280117035,2299=0.22183912992477417,3716=0.22062580287456512,1381=0.21927142143249512,834=0.21592234075069427,1453=0.21434299647808075,135=0.2082606554031372
2034:1371=0.39911526441574097,3032=0.37238994240760803,1373=0.371712327003479,2642=0.34842950105667114,2851=0.33884498476982117,1375=0.33635810017585754,2021=0.33008167147636414,2116=0.32532602548599243,3471=0.3215787708759308,1019=0.32005324959754944
3067:1172=0.2799223065376282,2973=0.27833956480026245,1264=0.26931485533714294,1300=0.26200270652770996,1244=0.259663850069046,1230=0.25917527079582214,3424=0.25748497247695923,1094=0.2520309388637543,3083=0.25156137347221375,1150=0.24875587224960327
126:2162=0.40060898661613464,1848=0.258597731590271,558=0.2231033593416214,2161=0.21767842769622803,362=0.21014666557312012,2=0.20594318211078644,575=0.20552374422550201,1551=0.20243455469608307,3439=0.19649149477481842,1460=0.19389009475708008
2120:724=0.35203173756599426,382=0.3477805554866791,2898=0.34279048442840576,1342=0.3342037796974182,1339=0.32622167468070984,3709=0.32479020953178406,2121=0.3230443000793457,2118=0.3134193420410156,253=0.3088158667087555,879=0.3078170716762543
3660:3662=0.3693241477012634,3661=0.34802550077438354,1987=0.28245121240615845,3017=0.27922672033309937,3840=0.2787950336933136,3663=0.27720072865486145,2148=0.2736743092536926,3664=0.2696201205253601,1991=0.2585621476173401,2460=0.25453025102615356
2162:126=0.40060898661613464,2161=0.34682697057724,3489=0.3124750256538391,1702=0.3041372299194336,653=0.28137215971946716,3439=0.2789563238620758,2=0.2764646112918854,1848=0.2670687735080719,558=0.26535773277282715,2052=0.2472771853208542
950:1212=0.3530194163322449,1086=0.31950682401657104,913=0.3087833821773529,1284=0.3075252175331116,903=0.29985132813453674,947=0.2965696454048157,904=0.2926408648490906,2186=0.2922336459159851,905=0.2899264097213745,1252=0.28484806418418884
233:2712=0.23877403140068054,2333=0.23040945827960968,2908=0.22305193543434143,2599=0.2058771252632141,2600=0.20006220042705536,1719=0.2000194489955902,1594=0.19806160032749176,299=0.1967126876115799,1483=0.1942232996225357,2318=0.19339843094348907
3092:774=0.28171807527542114,717=0.28171807527542114,3575=0.28171807527542114,1115=0.28171807527542114,3321=0.28171807527542114,2584=0.28171807527542114,1852=0.28171807527542114,601=0.28171807527542114,859=0.28171807527542114,2235=0.28171807527542114
3326:3301=0.254359632730484,3618=0.20236054062843323,3189=0.19125795364379883,3324=0.18361884355545044,3536=0.1827552318572998,3752=0.17960278689861298,3897=0.16541624069213867,3146=0.16203533113002777,3863=0.1583338975906372,3623=0.15828469395637512
1392:562=0.30444106459617615,247=0.26908186078071594,2289=0.259259432554245,1635=0.2533944249153137,45=0.24299703538417816,1719=0.24197086691856384,1594=0.24141225218772888,235=0.239854097366333,1885=0.236424520611763,337=0.23182491958141327
148:35=0.3237522542476654,1714=0.31139957904815674,2577=0.28672143816947937,1040=0.25748661160469055,167=0.25337982177734375,617=0.24420760571956635,3542=0.24370869994163513,3620=0.24169813096523285,1510=0.23354966938495636,2214=0.23354966938495636
100:230=0.23931442201137543,832=0.23424525558948517,521=0.2340770661830902,1589=0.23396463692188263,1061=0.22558917105197906,1051=0.22554469108581543,1003=0.22286102175712585,1522=0.22242681682109833,1404=0.21897858381271362,1635=0.21897350251674652
2232:1603=0.29773253202438354,1590=0.2921774089336395,1690=0.2677442133426666,198=0.26705917716026306,172=0.26673078536987305,1748=0.2633880376815796,1391=0.2624165713787079,1921=0.26107797026634216,1909=0.25954800844192505,1037=0.25608763098716736
365:506=0.21390146017074585,2226=0.20637208223342896,1810=0.18578602373600006,3478=0.18463143706321716,1727=0.18073485791683197,282=0.17420847713947296,3425=0.17393819987773895,697=0.1709667593240738,1829=0.16907818615436554,1693=0.16877241432666779
18:3686=0.2789613604545593,600=0.2715885639190674,180=0.2688698470592499,47=0.25596141815185547,784=0.2535952031612396,70=0.2531832754611969,1089=0.24958060681819916,1343=0.24505721032619476,1625=0.24054934084415436,3020=0.23989714682102203
1522:758=0.4375949800014496,730=0.4375949800014496,184=0.3653150200843811,617=0.32683172821998596,729=0.32616403698921204,2850=0.3191489279270172,672=0.3094263970851898,1861=0.3001876771450043,2063=0.27787309885025024,2557=0.2673037052154541
1211:3422=0.2936016619205475,1305=0.2740979492664337,1172=0.27394556999206543,2349=0.2727808356285095,1300=0.26407453417778015,1199=0.26278966665267944,3547=0.261851966381073,3521=0.26078274846076965,247=0.2605894207954407,1394=0.2544305622577667
3600:3602=0.487820565700531,3605=0.4111848771572113,3610=0.40426963567733765,2565=0.23932139575481415,2017=0.23532623052597046,2941=0.22806674242019653,3599=0.22797216475009918,3520=0.22480963170528412,2180=0.21354170143604279,3061=0.21047665178775787
3478:2420=0.37602856755256653,1246=0.3143137991428375,2474=0.30441123247146606,3071=0.297622948884964,1962=0.2935121953487396,2739=0.28895723819732666,3591=0.28776463866233826,1302=0.2861623167991638,2470=0.27799704670906067,3448=0.27385833859443665
1483:3272=0.2837665379047394,1531=0.26316165924072266,1121=0.2604103982448578,481=0.2536732256412506,521=0.24570468068122864,1715=0.24226410686969757,766=0.24222150444984436,166=0.2420637160539627,1464=0.24054738879203796,193=0.23893743753433228
341:130=0.2084636688232422,846=0.19966045022010803,1714=0.19448666274547577,1554=0.18736803531646729,821=0.18450623750686646,1522=0.1843971610069275,764=0.1597348302602768,148=0.15519285202026367,506=0.15484681725502014,184=0.1514720916748047
1633:535=0.29411211609840393,3260=0.28901731967926025,1635=0.28407034277915955,800=0.2834770977497101,1810=0.2726588547229767,3100=0.2705666720867157,515=0.26825231313705444,272=0.2681955099105835,58=0.2677270472049713,1354=0.2664163410663605
1648:562=0.2895529866218567,1916=0.2776329219341278,125=0.2735363245010376,1885=0.27169162034988403,3261=0.2543639540672302,1875=0.24982813000679016,187=0.24981458485126495,1449=0.2496320605278015,1884=0.24792598187923431,45=0.24322783946990967
735:3727=0.2801242172718048,2459=0.2726709544658661,3732=0.2557758390903473,3018=0.2542060911655426,1241=0.24784955382347107,220=0.2439471334218979,3696=0.23934288322925568,1130=0.2373560220003128,2118=0.23255327343940735,1350=0.23108534514904022
1031:1030=0.3924054503440857,1032=0.3430387079715729,2078=0.33233901858329773,1022=0.3318730294704437,2080=0.3164108991622925,1009=0.3141321837902069,2085=0.31127840280532837,2137=0.30429184436798096,1028=0.300341933965683,1010=0.2976765036582947
2264:2458=0.2535778880119324,2796=0.25185975432395935,1091=0.23189778625965118,1430=0.22750787436962128,3394=0.22019603848457336,2146=0.21473924815654755,2786=0.21211327612400055,2473=0.20507024228572845,3387=0.20485863089561462,3711=0.2035561501979828
2517:2121=0.4490261971950531,2787=0.44549253582954407,1974=0.43443652987480164,1347=0.4326418340206146,1991=0.424545556306839,1130=0.42050251364707947,1128=0.4114155173301697,2513=0.40314701199531555,2118=0.39575135707855225,1345=0.3931836187839508
415:2471=0.2962701618671417,3243=0.2740115523338318,2335=0.26852455735206604,1918=0.2606663405895233,2717=0.25945574045181274,485=0.2578714191913605,419=0.25776407122612,248=0.25704410672187805,355=0.2567295730113983,1461=0.25649139285087585
1190:506=0.25190943479537964,3422=0.24037188291549683,3067=0.23689952492713928,1611=0.23407965898513794,45=0.22534668445587158,307=0.22223533689975739,523=0.21798166632652283,1635=0.21773378551006317,1177=0.20829179883003235,1673=0.20459234714508057
2851:3032=0.3511146605014801,2034=0.33884498476982117,2527=0.2939140796661377,2528=0.2768476605415344,2377=0.25810396671295166,674=0.2551818788051605,1301=0.24771162867546082,2526=0.24711765348911285,1371=0.2443876713514328,1129=0.24349957704544067
3557:422=0.31169095635414124,132=0.2958032190799713,1003=0.28973373770713806,259=0.2785364091396332,490=0.27743229269981384,3686=0.2711029052734375,2505=0.2699688971042633,3249=0.26186874508857727,1620=0.2515920102596283,436=0.24726109206676483
764:369=0.27161380648612976,997=0.26820093393325806,1563=0.23692482709884644,1051=0.22990718483924866,1594=0.22618013620376587,1392=0.21334603428840637,617=0.21031725406646729,766=0.20444558560848236,503=0.20207984745502472,496=0.2015763819217682
2943:446=0.24971283972263336,1280=0.22396349906921387,1554=0.20619016885757446,3260=0.20096206665039062,515=0.19957095384597778,1094=0.19541305303573608,1678=0.19052667915821075,1683=0.19019396603107452,1643=0.18961884081363678,58=0.1879536211490631
1950:1247=0.3247772455215454,3468=0.3203917443752289,1084=0.31888705492019653,1207=0.3156343698501587,1252=0.312343567609787,1952=0.305581659078598,1276=0.3024134933948517,1944=0.2973249852657318,3467=0.29645779728889465,903=0.29541245102882385
2038:1018=0.255496084690094,2053=0.23184356093406677,2054=0.22981902956962585,1030=0.22758954763412476,2091=0.2252499759197235,2035=0.2124999761581421,2041=0.21229685842990875,1967=0.21202367544174194,2141=0.2116556018590927,2139=0.208022341132164
2349:2130=0.3101944327354431,1264=0.3040238618850708,3422=0.2761366665363312,1211=0.2727808356285095,2973=0.2706208825111389,3685=0.26851820945739746,1238=0.26314467191696167,2511=0.26118192076683044,2919=0.25732576847076416,1305=0.25622886419296265
1177:515=0.2908428907394409,3260=0.2640904486179352,506=0.25883617997169495,1643=0.24521580338478088,1271=0.2450190931558609,412=0.24486815929412842,3045=0.2340981811285019,1296=0.22977283596992493,1650=0.22896799445152283,509=0.22573773562908173
482:521=0.2682340443134308,481=0.2663384974002838,1089=0.2650700509548187,2542=0.25016409158706665,293=0.23944514989852905,288=0.2341333031654358,47=0.23275823891162872,353=0.22508594393730164,1625=0.22325460612773895,1589=0.22237463295459747
290:334=0.2201908975839615,247=0.20231939852237701,608=0.18945519626140594,1280=0.1878414899110794,1719=0.18735173344612122,1213=0.18598398566246033,501=0.18527299165725708,2289=0.1844470351934433,1041=0.17840996384620667,448=0.1716976761817932
3063:3249=0.2853139340877533,3686=0.26463237404823303,662=0.25096267461776733,3064=0.24843686819076538,3835=0.24695512652397156,61=0.24646291136741638,259=0.24363654851913452,540=0.24174542725086212,436=0.23998552560806274,132=0.23948442935943604
322:125=0.28773024678230286,562=0.28122201561927795,471=0.28000861406326294,2391=0.25826430320739746,1747=0.2574438750743866,1060=0.2511976957321167,1732=0.25096890330314636,1885=0.24944299459457397,778=0.2481963187456131,1923=0.24622631072998047
1589:1729=0.3587493598461151,1466=0.34967178106307983,1805=0.3401872217655182,6=0.33812564611434937,2268=0.3352183997631073,1061=0.3339882791042328,431=0.32994458079338074,2231=0.3260434865951538,16=0.32433444261550903,21=0.32302865386009216
436:259=0.31876981258392334,132=0.2984164357185364,3249=0.28643080592155457,193=0.2857861816883087,540=0.2836618721485138,521=0.2792850434780121,3686=0.2698136270046234,2956=0.2673608064651489,2505=0.2642020285129547,427=0.25314682722091675
309:1522=0.186421737074852,1280=0.17268089950084686,758=0.17040573060512543,730=0.17040573060512543,1510=0.17040573060512543,2214=0.17040573060512543,3229=0.17040573060512543,3413=0.17040573060512543,1820=0.17040573060512543,3377=0.17040573060512543
694:2808=0.28530433773994446,1918=0.27963584661483765,3165=0.27624088525772095,786=0.27029716968536377,692=0.26512011885643005,20=0.2634772062301636,1552=0.2617678940296173,2322=0.26047593355178833,1100=0.25870293378829956,204=0.2546016573905945
766:1611=0.2866874933242798,851=0.2689301669597626,1120=0.2595871686935425,184=0.25571635365486145,778=0.24583716690540314,2165=0.24234358966350555,1483=0.24222148954868317,337=0.24215298891067505,1884=0.23956099152565002,567=0.23914337158203125
3764:3763=0.33817365765571594,434=0.269729346036911,2002=0.243861585855484,353=0.23912136256694794,494=0.23408032953739166,165=0.23392616212368011,479=0.23376119136810303,1370=0.2336183786392212,3802=0.23306308686733246,3107=0.23292550444602966
1365:3336=0.24002134799957275,98=0.21710745990276337,1057=0.21254722774028778,2697=0.2123628407716751,1596=0.20637120306491852,1846=0.20631390810012817,509=0.20584337413311005,766=0.2039862424135208,2590=0.20067696273326874,2894=0.19921797513961792
2750:2065=0.4193110167980194,2290=0.34435245394706726,2243=0.3381945490837097,2926=0.33041438460350037,2973=0.321330726146698,1244=0.3190498948097229,1078=0.31881198287010193,348=0.3036208152770996,921=0.30066365003585815,1963=0.28891029953956604
1627:288=0.27104246616363525,70=0.2680594325065613,1729=0.2669895887374878,1464=0.2651163339614868,6=0.26426056027412415,353=0.26050227880477905,555=0.25884944200515747,521=0.25835806131362915,1805=0.25677213072776794,2231=0.2518548369407654
3571:3556=0.2527560591697693,3854=0.21793420612812042,3514=0.20638906955718994,3858=0.1947115808725357,3317=0.19378449022769928,3783=0.18310971558094025,3949=0.16932803392410278,3747=0.1685195416212082,3794=0.168191060423851,3328=0.1659688502550125
2165:1594=0.25608521699905396,1701=0.2503153681755066,1051=0.24512037634849548,766=0.24234360456466675,1114=0.21807719767093658,3272=0.21762320399284363,2271=0.21622225642204285,166=0.21371474862098694,1063=0.2116248458623886,94=0.21159325540065765
2315:1993=0.43011215329170227,2107=0.3680956959724426,1992=0.3672603368759155,2279=0.3596377670764923,2548=0.33790114521980286,724=0.3151773512363434,1985=0.30680832266807556,2514=0.3033015727996826,2026=0.2985312044620514,2338=0.2966378927230835
1769:163=0.33988818526268005,165=0.32917019724845886,1792=0.3256813883781433,2167=0.3248869478702545,786=0.32144463062286377,353=0.3199578821659088,1866=0.3197975158691406,1616=0.3179163634777069,2278=0.3172658681869507,95=0.3147246837615967
3620:1040=0.27022674679756165,1514=0.2446639984846115,148=0.24169813096523285,1412=0.24037107825279236,3045=0.22761903703212738,1561=0.22040267288684845,2039=0.21411509811878204,506=0.2092188596725464,1056=0.20481476187705994,1121=0.20426538586616516
177:1342=0.3487868309020996,328=0.34419018030166626,2451=0.33178213238716125,366=0.32834097743034363,188=0.3229382634162903,253=0.3225838243961334,724=0.31207582354545593,2328=0.310556024312973,273=0.30960145592689514,1991=0.30692046880722046
2112:2268=0.2966293394565582,337=0.2831399440765381,454=0.2778499126434326,3108=0.27723005414009094,45=0.27528685331344604,1358=0.2736058831214905,1183=0.27234023809432983,1729=0.27006515860557556,608=0.269474059343338,1120=0.2664732336997986
2606:2026=0.26015791296958923,2107=0.24891209602355957,799=0.24623996019363403,328=0.24285639822483063,2719=0.24228288233280182,2995=0.23975513875484467,366=0.23747210204601288,3409=0.23607264459133148,2428=0.23204942047595978,3081=0.2316695600748062
2183:2176=0.3797902762889862,2212=0.3670109212398529,1086=0.35687410831451416,931=0.30584967136383057,2206=0.30293163657188416,904=0.2921026349067688,903=0.28035345673561096,2186=0.2794775068759918,2184=0.27637434005737305,933=0.2701547145843506
1342:724=0.43394753336906433,2279=0.39725634455680847,1717=0.38429179787635803,606=0.3774830996990204,1991=0.37061282992362976,366=0.37049269676208496,1347=0.36468932032585144,328=0.3510720431804657,1407=0.3495441675186157,177=0.3487868309020996
1043:2316=0.2835735082626343,74=0.2783001959323883,236=0.2572815418243408,282=0.25715288519859314,1888=0.2517293691635132,2875=0.24854713678359985,605=0.24100160598754883,1680=0.23426267504692078,539=0.22849926352500916,271=0.22772549092769623
1611:1635=0.3257840871810913,1120=0.3140482008457184,337=0.31300342082977295,535=0.28875964879989624,1268=0.28684476017951965,766=0.2866874933242798,3261=0.28065213561058044,369=0.27865803241729736,175=0.2765544056892395,1673=0.27443546056747437
1280:446=0.3310606777667999,2972=0.26406463980674744,265=0.2606317698955536,1041=0.2600182890892029,3260=0.25575923919677734,232=0.2520935833454132,30=0.2402876913547516,1094=0.23867638409137726,306=0.2382340431213379,1354=0.22981388866901398
2781:3021=0.29626256227493286,2634=0.2962084412574768,2740=0.2931697964668274,2814=0.2835899591445923,1340=0.2796458899974823,2782=0.27497920393943787,2789=0.2728627622127533,2645=0.26460719108581543,2902=0.25607913732528687,2654=0.25529178977012634
3342:1305=0.24714921414852142,2022=0.24689748883247375,1186=0.24422530829906464,2130=0.24404357373714447,2313=0.24381674826145172,2076=0.2432222068309784,3547=0.24262695014476776,1208=0.23943980038166046,1299=0.239259734749794,3019=0.23643003404140472
1395:2352=0.3309363126754761,3039=0.3209669589996338,2915=0.3171702027320862,1663=0.30206626653671265,3308=0.3016337752342224,3448=0.2958175837993622,3685=0.2956584393978119,2247=0.29310038685798645,2243=0.2926611304283142,1958=0.2905850410461426
1816:1836=0.22892363369464874,550=0.22437836229801178,375=0.21134652197360992,372=0.20457477867603302,1531=0.20095257461071014,537=0.19591698050498962,3426=0.19384951889514923,1245=0.19270570576190948,3261=0.18669657409191132,2271=0.1813431680202484
893:1622=0.23665955662727356,1412=0.21766702830791473,1040=0.2123727649450302,2317=0.19213014841079712,884=0.1887073665857315,1675=0.1813041716814041,2397=0.17951788008213043,3246=0.17940936982631683,167=0.1786826103925705,57=0.17798738181591034
3307:3462=0.42923596501350403,3629=0.3975645899772644,3022=0.3292021155357361,1260=0.3092597424983978,3134=0.29838576912879944,1281=0.2916271388530731,3742=0.2840910255908966,1212=0.2745746672153473,922=0.2729675769805908,1244=0.26880961656570435
1417:650=0.2417263239622116,776=0.23927253484725952,302=0.23247680068016052,148=0.2257670909166336,613=0.20623597502708435,369=0.1975221335887909,3161=0.19309993088245392,1650=0.1914038509130478,2998=0.18936055898666382,2062=0.18525400757789612
456:535=0.22515670955181122,448=0.21814069151878357,247=0.20956233143806458,1791=0.20673704147338867,1095=0.20620347559452057,1351=0.20419859886169434,483=0.19536900520324707,3246=0.1921682059764862,14=0.1888723075389862,428=0.18802018463611603
611:1973=0.30825918912887573,879=0.29714149236679077,3918=0.2962930202484131,891=0.2948962152004242,1690=0.2876668870449066,1970=0.278672993183136,1976=0.27848610281944275,2149=0.27186065912246704,1591=0.27129092812538147,1969=0.2674945592880249
580:1791=0.22235800325870514,114=0.1994948834180832,282=0.1909225434064865,302=0.19035938382148743,1043=0.1706668585538864,102=0.16892509162425995,31=0.16664882004261017,2266=0.16614596545696259,2125=0.15664401650428772,2131=0.15468686819076538
3179:3176=0.19707314670085907,2908=0.1942938268184662,3185=0.18970413506031036,3148=0.1881430447101593,3160=0.18604804575443268,3408=0.17295120656490326,2858=0.16604888439178467,2712=0.16473394632339478,593=0.16325145959854126,3155=0.1617908477783203
513:3291=0.20637208223342896,1731=0.19071181118488312,3775=0.18509969115257263,2956=0.18341302871704102,1871=0.18289905786514282,3141=0.18142007291316986,1677=0.18035878241062164,2979=0.17938727140426636,2153=0.17837734520435333,944=0.17278529703617096
448:1719=0.28261181712150574,3246=0.28059712052345276,337=0.27071473002433777,1635=0.26862552762031555,45=0.26840493083000183,535=0.2636522650718689,800=0.2578355073928833,281=0.2565731406211853,300=0.2563253343105316,36=0.25590983033180237
193:436=0.2857861816883087,2269=0.2756631672382355,762=0.2650015950202942,2378=0.2551861107349396,2420=0.25332245230674744,3707=0.2401983141899109,1483=0.23893743753433228,540=0.23730632662773132,1461=0.23072756826877594,3243=0.22814545035362244
3049:1160=0.3016907870769501,1510=0.275240957736969,2214=0.275240957736969,3229=0.275240957736969,3413=0.275240957736969,1820=0.275240957736969,3377=0.275240957736969,584=0.275240957736969,701=0.275240957736969,827=0.275240957736969
